Row_ID,Date,Product_ID,Product_Name,Category,Store_ID,Store_Location,Units_Sold,Price,Discount_Percentage,Revenue,Promotion_Flag,Stock_Availability,Day_of_Week,Month,Quarter,Holiday_Flag,Holiday_Name,Is_Weekend,Season,Weather,Local_Event_Flag,Competitor_Price,Economic_Indicator,Sales_Channel,Customer_Segment,Marketing_Spend
271,27-09-2024,P004,Notebook Pack,Stationery,S03,Mumbai,66,2594.68,10,154123.99,1,1,Friday,September,Q3,0,,0,Autumn,Sunny,0,2480.4,97.06,Online,Wholesale,8904.2
272,28-09-2024,P004,Notebook Pack,Stationery,S01,Chennai,56,4949.14,20,221721.47,1,1,Saturday,September,Q3,0,,1,Autumn,Stormy,1,5227.71,100.16,Wholesale,Wholesale,3555.24
273,29-09-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,96,325.1,10,28088.64,1,1,Sunday,September,Q3,0,,1,Autumn,Sunny,0,296.4,109.87,Wholesale,Corporate,7785
274,30-09-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,93,680.64,15,53804.59,1,1,Monday,September,Q3,0,,0,Autumn,Cloudy,1,723.7,108.76,Online,Retail,5969.08
275,01-10-2024,P007,Yoga Mat,Sports,S03,Mumbai,40,4688.99,20,150047.68,1,1,Tuesday,October,Q4,0,,0,Autumn,Rainy,0,4775.75,107.09,Wholesale,Corporate,9182.81
276,02-10-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,66,4748.28,10,282047.83,1,1,Wednesday,October,Q4,1,Gandhi Jayanti,0,Autumn,Clear,0,5068.03,107.16,In-Store,Wholesale,3436
277,03-10-2024,P008,Coffee Maker,Appliances,S01,Chennai,45,633.24,0,28495.8,0,1,Thursday,October,Q4,0,,0,Autumn,Clear,0,570,108.77,Online,Retail,170.38
278,04-10-2024,P003,Office Chair,Furniture,S03,Mumbai,40,485.87,0,19434.8,0,1,Friday,October,Q4,0,,0,Autumn,Clear,0,530.62,100.6,Wholesale,Corporate,293.01
279,05-10-2024,P006,Running Shoes,Apparel,S03,Mumbai,58,1748.5,0,101413,1,1,Saturday,October,Q4,0,,1,Autumn,Cloudy,0,1820.95,103.43,Wholesale,Corporate,2620.75
280,06-10-2024,P003,Office Chair,Furniture,S04,Delhi,78,1672.75,15,110903.32,1,1,Sunday,October,Q4,0,,1,Autumn,Rainy,0,1749.31,109.23,Wholesale,Corporate,8582.19
281,07-10-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,1,3091.47,20,2473.18,1,0,Monday,October,Q4,0,,0,Autumn,Rainy,1,2846.69,102.44,In-Store,Wholesale,1239.16
282,08-10-2024,P006,Running Shoes,Apparel,S03,Mumbai,45,1005.86,0,45263.7,0,1,Tuesday,October,Q4,0,,0,Autumn,Sunny,0,947.46,105.4,In-Store,Corporate,393.51
283,09-10-2024,P001,Wireless Mouse,Electronics,S01,Chennai,80,2052.5,15,139570,1,1,Wednesday,October,Q4,0,,0,Autumn,Rainy,0,2049.66,100.68,Wholesale,Corporate,1463.57
284,10-10-2024,P008,Coffee Maker,Appliances,S02,Bengaluru,30,980.75,0,29422.5,0,1,Thursday,October,Q4,0,,0,Autumn,Sunny,0,933.9,96.57,In-Store,Retail,443.97
285,11-10-2024,P003,Office Chair,Furniture,S01,Chennai,17,2825.82,0,48038.94,0,0,Friday,October,Q4,0,,0,Autumn,Clear,0,2941.4,101.47,Wholesale,Retail,303.66
286,12-10-2024,P007,Yoga Mat,Sports,S02,Bengaluru,52,457.07,0,23767.64,0,1,Saturday,October,Q4,0,,1,Autumn,Stormy,1,477.37,105.95,In-Store,Wholesale,140.76
287,13-10-2024,P004,Notebook Pack,Stationery,S01,Chennai,0,438.25,10,0,1,0,Sunday,October,Q4,0,,1,Autumn,Stormy,0,399.2,95.06,Online,Corporate,8327.02
288,14-10-2024,P008,Coffee Maker,Appliances,S02,Bengaluru,48,665.54,0,31945.92,0,1,Monday,October,Q4,0,,0,Autumn,Sunny,0,711.3,99.63,In-Store,Corporate,244.55
289,15-10-2024,P005,LED Desk Lamp,Home,S01,Chennai,42,3280.96,5,130910.3,1,1,Tuesday,October,Q4,0,,0,Autumn,Cloudy,0,3195.26,101.69,In-Store,Corporate,4918.05
290,16-10-2024,P004,Notebook Pack,Stationery,S03,Mumbai,28,2908.38,0,81434.64,0,1,Wednesday,October,Q4,0,,0,Autumn,Cloudy,1,2858.35,106.35,Online,Wholesale,30.49
291,17-10-2024,P007,Yoga Mat,Sports,S04,Delhi,37,4835.01,15,152061.06,1,1,Thursday,October,Q4,0,,0,Autumn,Clear,0,4812.06,96.18,Wholesale,Retail,5269.96
292,18-10-2024,P003,Office Chair,Furniture,S01,Chennai,21,4756.42,5,94890.58,1,1,Friday,October,Q4,0,,0,Autumn,Rainy,0,5049.85,96.89,In-Store,Retail,9888.66
293,19-10-2024,P007,Yoga Mat,Sports,S02,Bengaluru,43,4986.89,15,182270.83,1,1,Saturday,October,Q4,0,,1,Autumn,Clear,0,4807.11,105.91,Online,Retail,4186.94
294,20-10-2024,P007,Yoga Mat,Sports,S03,Mumbai,66,4311.8,10,256120.92,1,1,Sunday,October,Q4,0,,1,Autumn,Sunny,1,4387.32,106.73,Online,Corporate,1921.6
295,21-10-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,3,2900.88,0,8702.64,0,0,Monday,October,Q4,0,,0,Autumn,Cloudy,0,2764.04,104.82,Wholesale,Wholesale,236.52
296,22-10-2024,P003,Office Chair,Furniture,S03,Mumbai,0,2134.28,10,0,1,0,Tuesday,October,Q4,0,,0,Autumn,Stormy,0,2089.8,108.18,Wholesale,Retail,968.26
297,23-10-2024,P008,Coffee Maker,Appliances,S03,Mumbai,12,4505.75,0,54069,0,1,Wednesday,October,Q4,0,,0,Autumn,Cloudy,0,4814.71,107.87,Wholesale,Retail,486.25
298,24-10-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,74,1642.31,15,103301.3,1,1,Thursday,October,Q4,0,,0,Autumn,Cloudy,0,1717.46,104.07,Online,Retail,4696.31
299,25-10-2024,P007,Yoga Mat,Sports,S04,Delhi,75,3845.57,20,230734.2,1,1,Friday,October,Q4,0,,0,Autumn,Sunny,1,4069.76,95.98,Wholesale,Wholesale,4332.16
300,26-10-2024,P001,Wireless Mouse,Electronics,S02,Bengaluru,99,1125.26,20,89120.59,1,1,Saturday,October,Q4,0,,1,Autumn,Sunny,0,1020.18,95.76,In-Store,Wholesale,2391.54
301,27-10-2024,P006,Running Shoes,Apparel,S04,Delhi,65,2624.61,15,145009.7,1,1,Sunday,October,Q4,0,,1,Autumn,Sunny,0,2557.66,103.91,Online,Corporate,6075.36
302,28-10-2024,P006,Running Shoes,Apparel,S03,Mumbai,36,984.87,0,35455.32,0,1,Monday,October,Q4,0,,0,Autumn,Sunny,0,896.16,107.81,Online,Retail,323.69
303,29-10-2024,P004,Notebook Pack,Stationery,S03,Mumbai,53,3327.62,10,158727.47,1,1,Tuesday,October,Q4,0,,0,Autumn,Sunny,0,3601.49,104.71,Wholesale,Retail,2625.82
304,30-10-2024,P005,LED Desk Lamp,Home,S03,Mumbai,55,2234.27,5,116740.61,1,1,Wednesday,October,Q4,0,,0,Autumn,Stormy,0,2108.35,99.53,Wholesale,Wholesale,4272.95
305,31-10-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,103,2655.27,15,232468.89,1,1,Thursday,October,Q4,1,Diwali,0,Autumn,Clear,1,2713.18,99.48,Online,Corporate,1106.45
306,01-11-2024,P005,LED Desk Lamp,Home,S03,Mumbai,20,4335.16,0,86703.2,0,1,Friday,November,Q4,0,,0,Autumn,Rainy,1,4565.33,108.5,Wholesale,Corporate,330.27
307,02-11-2024,P003,Office Chair,Furniture,S01,Chennai,37,3345.92,0,123799.04,0,1,Saturday,November,Q4,0,,1,Autumn,Stormy,0,3504.34,103.75,Wholesale,Retail,171.58
308,03-11-2024,P004,Notebook Pack,Stationery,S04,Delhi,47,4551.33,15,181825.63,1,1,Sunday,November,Q4,0,,1,Autumn,Clear,0,4865.75,107.61,Wholesale,Retail,3290.95
309,04-11-2024,P008,Coffee Maker,Appliances,S02,Bengaluru,4,3756.41,15,12771.79,1,0,Monday,November,Q4,0,,0,Autumn,Rainy,0,3872.43,98.33,Online,Wholesale,8778.61
310,05-11-2024,P007,Yoga Mat,Sports,S03,Mumbai,59,1984.08,10,105354.65,1,1,Tuesday,November,Q4,0,,0,Autumn,Stormy,0,1972.39,108,Wholesale,Wholesale,9470.86
311,06-11-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,46,4469.25,10,185026.95,1,1,Wednesday,November,Q4,0,,0,Autumn,Stormy,1,4289.01,95.81,Online,Retail,9927.3
312,07-11-2024,P006,Running Shoes,Apparel,S04,Delhi,32,4938.52,5,150131.01,1,1,Thursday,November,Q4,0,,0,Autumn,Cloudy,0,5214.03,102.31,Wholesale,Retail,3477.43
313,08-11-2024,P001,Wireless Mouse,Electronics,S01,Chennai,7,2369.86,0,16589.02,0,0,Friday,November,Q4,0,,0,Autumn,Rainy,0,2505.04,106.7,Online,Wholesale,216.86
314,09-11-2024,P007,Yoga Mat,Sports,S04,Delhi,66,2259.32,5,141659.36,1,1,Saturday,November,Q4,0,,1,Autumn,Sunny,0,2274.59,105.96,Online,Corporate,7690.05
315,10-11-2024,P004,Notebook Pack,Stationery,S01,Chennai,73,3448.39,15,213972.6,1,1,Sunday,November,Q4,0,,1,Autumn,Rainy,0,3318.79,96.54,Wholesale,Wholesale,3408.09
316,11-11-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,0,1631.37,0,0,1,0,Monday,November,Q4,0,,0,Autumn,Clear,1,1578.46,108.32,Online,Corporate,9963.32
317,12-11-2024,P008,Coffee Maker,Appliances,S03,Mumbai,32,3800.55,0,121617.6,1,1,Tuesday,November,Q4,0,,0,Autumn,Rainy,0,3973.22,96.97,Wholesale,Retail,6102.08
318,13-11-2024,P003,Office Chair,Furniture,S01,Chennai,65,1959.64,15,108270.11,1,1,Wednesday,November,Q4,0,,0,Autumn,Stormy,0,2065.95,104.35,Wholesale,Retail,6788.71
319,14-11-2024,P001,Wireless Mouse,Electronics,S01,Chennai,40,3510.8,5,133410.4,1,1,Thursday,November,Q4,0,,0,Autumn,Stormy,0,3544,102.12,Online,Retail,7104.32
320,15-11-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,0,2220.18,0,0,0,0,Friday,November,Q4,0,,0,Autumn,Clear,0,2184.14,108.48,Wholesale,Wholesale,308.85
321,16-11-2024,P005,LED Desk Lamp,Home,S01,Chennai,44,3966.85,5,165814.33,1,1,Saturday,November,Q4,0,,1,Autumn,Clear,0,4187.37,107.47,Online,Corporate,7182.65
322,17-11-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,83,389.15,5,30684.48,1,1,Sunday,November,Q4,0,,1,Autumn,Stormy,0,368.49,95.19,Online,Retail,8434.71
323,18-11-2024,P008,Coffee Maker,Appliances,S02,Bengaluru,0,4757.34,20,0,1,0,Monday,November,Q4,0,,0,Autumn,Sunny,0,5142.47,104.67,In-Store,Corporate,3009.19
324,19-11-2024,P001,Wireless Mouse,Electronics,S01,Chennai,71,4103.26,20,233065.17,1,1,Tuesday,November,Q4,0,,0,Autumn,Cloudy,0,4350.77,99.69,Wholesale,Retail,1402.49
325,20-11-2024,P001,Wireless Mouse,Electronics,S01,Chennai,37,4289.59,15,134907.61,1,1,Wednesday,November,Q4,0,,0,Autumn,Cloudy,0,4628.06,109.33,In-Store,Wholesale,1383.04
326,21-11-2024,P006,Running Shoes,Apparel,S02,Bengaluru,55,746.39,5,38998.88,1,1,Thursday,November,Q4,0,,0,Autumn,Cloudy,0,774.74,102.17,In-Store,Wholesale,8918.18
327,22-11-2024,P003,Office Chair,Furniture,S01,Chennai,88,836.06,15,62537.29,1,1,Friday,November,Q4,0,,0,Autumn,Rainy,0,822.02,103.86,Wholesale,Wholesale,4662.55
328,23-11-2024,P007,Yoga Mat,Sports,S03,Mumbai,80,3134.52,20,200609.28,1,1,Saturday,November,Q4,0,,1,Autumn,Stormy,0,2891.87,101.17,Online,Retail,2985.32
329,24-11-2024,P006,Running Shoes,Apparel,S01,Chennai,5,3581.93,15,15223.2,1,0,Sunday,November,Q4,0,,1,Autumn,Clear,1,3384.2,109.34,In-Store,Wholesale,5469.48
330,25-11-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,36,3376.22,0,121543.92,1,1,Monday,November,Q4,0,,0,Autumn,Stormy,0,3605.15,103.38,Wholesale,Retail,610.63
331,26-11-2024,P003,Office Chair,Furniture,S04,Delhi,52,4288.98,20,178421.57,1,1,Tuesday,November,Q4,0,,0,Autumn,Sunny,0,4135.12,99.96,In-Store,Retail,5315.83
332,27-11-2024,P007,Yoga Mat,Sports,S04,Delhi,17,4122.1,0,70075.7,1,1,Wednesday,November,Q4,0,,0,Autumn,Clear,0,3782.46,102.48,In-Store,Retail,9816.37
333,28-11-2024,P001,Wireless Mouse,Electronics,S01,Chennai,41,2136.51,0,87596.91,0,1,Thursday,November,Q4,0,,0,Autumn,Clear,1,2195.28,108.35,Wholesale,Retail,327.3
334,29-11-2024,P008,Coffee Maker,Appliances,S03,Mumbai,37,1944.04,0,71929.48,0,1,Friday,November,Q4,0,,0,Autumn,Cloudy,1,2048.01,104,Wholesale,Wholesale,181.65
335,30-11-2024,P008,Coffee Maker,Appliances,S01,Chennai,99,667.7,15,56186.96,1,1,Saturday,November,Q4,0,,1,Autumn,Sunny,0,648.36,104.5,In-Store,Wholesale,5458.86
336,01-12-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,36,4505.01,5,154071.34,1,1,Sunday,December,Q4,0,,1,Winter,Stormy,0,4283.62,97.94,Online,Corporate,2548.1
337,02-12-2024,P004,Notebook Pack,Stationery,S03,Mumbai,59,717.28,5,40203.54,1,1,Monday,December,Q4,0,,0,Winter,Clear,0,756.32,101.76,Wholesale,Wholesale,9583.81
338,03-12-2024,P003,Office Chair,Furniture,S04,Delhi,83,220.82,15,15578.85,1,1,Tuesday,December,Q4,0,,0,Winter,Clear,0,235.78,102.24,Wholesale,Retail,7072.27
339,04-12-2024,P003,Office Chair,Furniture,S02,Bengaluru,3,697.06,15,1777.5,1,0,Wednesday,December,Q4,0,,0,Winter,Clear,0,697.63,100.77,Wholesale,Wholesale,7742.56
340,05-12-2024,P005,LED Desk Lamp,Home,S04,Delhi,12,4825.25,0,57903,1,1,Thursday,December,Q4,0,,0,Winter,Rainy,0,4924.19,108.3,Wholesale,Corporate,8509.21
341,06-12-2024,P006,Running Shoes,Apparel,S02,Bengaluru,62,1164.27,10,64966.27,1,1,Friday,December,Q4,0,,0,Winter,Cloudy,0,1276.35,104.75,Online,Wholesale,5653.67
342,07-12-2024,P006,Running Shoes,Apparel,S01,Chennai,65,3851.72,10,225325.62,1,1,Saturday,December,Q4,0,,1,Winter,Clear,1,4192.73,105.65,Wholesale,Wholesale,8991.73
343,08-12-2024,P005,LED Desk Lamp,Home,S04,Delhi,51,4079.86,10,187265.57,1,1,Sunday,December,Q4,0,,1,Winter,Sunny,0,3790.46,105.05,Online,Corporate,7626.76
344,09-12-2024,P003,Office Chair,Furniture,S03,Mumbai,23,3480.27,0,80046.21,0,1,Monday,December,Q4,0,,0,Winter,Rainy,1,3154.73,107.21,Online,Wholesale,434.02
345,10-12-2024,P004,Notebook Pack,Stationery,S04,Delhi,78,1340.46,20,83644.7,1,1,Tuesday,December,Q4,0,,0,Winter,Sunny,0,1310.31,109.35,Wholesale,Corporate,9675.42
346,11-12-2024,P001,Wireless Mouse,Electronics,S01,Chennai,41,3769.62,0,154554.42,1,1,Wednesday,December,Q4,0,,0,Winter,Cloudy,1,3804.76,104.05,Wholesale,Retail,3294.69
347,12-12-2024,P003,Office Chair,Furniture,S01,Chennai,27,1097.49,0,29632.23,0,1,Thursday,December,Q4,0,,0,Winter,Sunny,0,1049.01,98.96,Online,Wholesale,423.01
348,13-12-2024,P001,Wireless Mouse,Electronics,S03,Mumbai,26,2438.39,0,63398.14,0,1,Friday,December,Q4,0,,0,Winter,Cloudy,1,2219.35,108.99,Wholesale,Wholesale,150.58
349,14-12-2024,P006,Running Shoes,Apparel,S01,Chennai,15,3963.35,0,59450.25,0,1,Saturday,December,Q4,0,,1,Winter,Clear,0,4190.26,97.39,Wholesale,Wholesale,201.71
350,15-12-2024,P006,Running Shoes,Apparel,S02,Bengaluru,51,4440.3,15,192487.01,1,1,Sunday,December,Q4,0,,1,Winter,Cloudy,0,4256.98,109.25,Wholesale,Wholesale,5011.14
351,16-12-2024,P001,Wireless Mouse,Electronics,S01,Chennai,53,3410.9,5,171738.82,1,1,Monday,December,Q4,0,,0,Winter,Clear,1,3236.14,95.6,In-Store,Corporate,9201.36
352,17-12-2024,P002,Bluetooth Speaker,Electronics,S04,Delhi,97,1431.63,15,118037.89,1,1,Tuesday,December,Q4,0,,0,Winter,Sunny,1,1523.86,100.62,Wholesale,Corporate,5124.64
353,18-12-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,51,1737.5,0,88612.5,0,1,Wednesday,December,Q4,0,,0,Winter,Clear,1,1566.3,95.98,Wholesale,Wholesale,386.79
354,19-12-2024,P007,Yoga Mat,Sports,S01,Chennai,82,1186.78,20,77852.77,1,1,Thursday,December,Q4,0,,0,Winter,Sunny,0,1073.74,105.75,Online,Retail,1195.86
355,20-12-2024,P003,Office Chair,Furniture,S03,Mumbai,51,2878.8,10,132136.92,1,1,Friday,December,Q4,0,,0,Winter,Cloudy,0,2814.33,104.45,In-Store,Corporate,660.46
356,21-12-2024,P002,Bluetooth Speaker,Electronics,S01,Chennai,49,3278.83,10,144596.4,1,1,Saturday,December,Q4,0,,1,Winter,Clear,0,3410.56,96.09,Wholesale,Retail,3253.45
357,22-12-2024,P005,LED Desk Lamp,Home,S01,Chennai,67,1551.28,5,98738.97,1,1,Sunday,December,Q4,0,,1,Winter,Stormy,0,1543.21,103,Online,Wholesale,4214.43
358,23-12-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,88,1630.67,20,114799.17,1,1,Monday,December,Q4,0,,0,Winter,Sunny,1,1752.89,97.12,Online,Retail,5940.83
359,24-12-2024,P007,Yoga Mat,Sports,S01,Chennai,73,1662.52,15,103159.37,1,1,Tuesday,December,Q4,0,,0,Winter,Rainy,0,1797.39,107.77,Online,Retail,2247.93
360,25-12-2024,P005,LED Desk Lamp,Home,S02,Bengaluru,0,750.19,15,0,1,0,Wednesday,December,Q4,1,Christmas,0,Winter,Sunny,1,744.38,103.24,In-Store,Wholesale,1139.95
361,26-12-2024,P002,Bluetooth Speaker,Electronics,S02,Bengaluru,40,3682.83,5,139947.54,1,1,Thursday,December,Q4,0,,0,Winter,Cloudy,0,3809,98.52,In-Store,Wholesale,1163.18
362,27-12-2024,P004,Notebook Pack,Stationery,S03,Mumbai,12,2532.13,0,30385.56,0,0,Friday,December,Q4,0,,0,Winter,Rainy,1,2565.99,107.12,In-Store,Retail,2.42
363,28-12-2024,P004,Notebook Pack,Stationery,S02,Bengaluru,60,3618.56,15,184546.56,1,1,Saturday,December,Q4,0,,1,Winter,Cloudy,0,3353.9,105.99,In-Store,Corporate,4730.9
364,29-12-2024,P005,LED Desk Lamp,Home,S04,Delhi,47,2848.02,0,133856.94,0,1,Sunday,December,Q4,0,,1,Winter,Rainy,1,2675.11,106,Wholesale,Retail,363.71
365,30-12-2024,P001,Wireless Mouse,Electronics,S01,Chennai,45,4100.68,10,166077.54,1,1,Monday,December,Q4,0,,0,Winter,Clear,0,4433.9,103.27,Wholesale,Wholesale,4984.99
366,31-12-2024,P003,Office Chair,Furniture,S03,Mumbai,0,2083.99,20,0,1,0,Tuesday,December,Q4,0,,0,Winter,Cloudy,0,2069.28,102.66,In-Store,Corporate,5270.59
367,01-01-2025,P004,Notebook Pack,Stationery,S02,Bengaluru,40,3834.59,0,153383.6,1,1,Wednesday,January,Q1,0,,0,Winter,Rainy,1,4178.72,104.89,Online,Wholesale,7454.04
368,02-01-2025,P006,Running Shoes,Apparel,S01,Chennai,60,1250.33,5,71268.81,1,1,Thursday,January,Q1,0,,0,Winter,Sunny,0,1217.68,95.64,Online,Wholesale,9123.4
369,03-01-2025,P006,Running Shoes,Apparel,S04,Delhi,49,2454.44,5,114254.18,1,1,Friday,January,Q1,0,,0,Winter,Sunny,0,2259.67,109.53,Wholesale,Corporate,8431.29
370,04-01-2025,P005,LED Desk Lamp,Home,S02,Bengaluru,56,2007.97,5,106824,1,1,Saturday,January,Q1,0,,1,Winter,Clear,0,2014.66,100.64,Online,Wholesale,4355.5
371,05-01-2025,P006,Running Shoes,Apparel,S04,Delhi,50,4004.76,10,180214.2,1,1,Sunday,January,Q1,0,,1,Winter,Clear,0,3956.62,98.45,Wholesale,Wholesale,3167.69
372,06-01-2025,P003,Office Chair,Furniture,S02,Bengaluru,74,955.32,10,63624.31,1,1,Monday,January,Q1,0,,0,Winter,Rainy,0,1014.77,105.8,In-Store,Wholesale,5048.74
373,07-01-2025,P004,Notebook Pack,Stationery,S02,Bengaluru,51,3306.84,5,160216.4,1,1,Tuesday,January,Q1,0,,0,Winter,Rainy,0,3060.74,103.89,Online,Wholesale,5370.11
374,08-01-2025,P003,Office Chair,Furniture,S01,Chennai,8,998.44,0,7987.52,1,0,Wednesday,January,Q1,0,,0,Winter,Clear,0,1074.02,105.92,In-Store,Retail,2557.64
375,09-01-2025,P008,Coffee Maker,Appliances,S04,Delhi,102,1018.72,20,83127.55,1,1,Thursday,January,Q1,0,,0,Winter,Clear,0,1078.75,107.31,Online,Wholesale,6766.66
376,10-01-2025,P005,LED Desk Lamp,Home,S02,Bengaluru,0,3676.1,0,0,1,0,Friday,January,Q1,0,,0,Winter,Clear,0,3477.45,100.78,Online,Retail,2422.31
377,11-01-2025,P007,Yoga Mat,Sports,S02,Bengaluru,7,3106.45,0,21745.15,1,0,Saturday,January,Q1,0,,1,Winter,Clear,0,3341.14,102.97,Online,Retail,5081.29
378,12-01-2025,P003,Office Chair,Furniture,S01,Chennai,61,4505.45,20,219865.96,1,1,Sunday,January,Q1,0,,1,Winter,Clear,0,4388.65,95.65,Wholesale,Corporate,2680.12
379,13-01-2025,P008,Coffee Maker,Appliances,S04,Delhi,18,1882.49,20,27107.86,1,0,Monday,January,Q1,0,,0,Winter,Sunny,0,1744.65,102.16,Online,Retail,3191.03
380,14-01-2025,P007,Yoga Mat,Sports,S03,Mumbai,82,1107.3,15,77178.81,1,1,Tuesday,January,Q1,0,,0,Winter,Clear,1,1022.66,95.11,Wholesale,Retail,7033.78
381,15-01-2025,P006,Running Shoes,Apparel,S04,Delhi,0,1938.89,0,0,1,0,Wednesday,January,Q1,0,,0,Winter,Cloudy,0,2076.54,101.35,In-Store,Wholesale,3117.83
382,16-01-2025,P007,Yoga Mat,Sports,S02,Bengaluru,0,2183.5,20,0,1,0,Thursday,January,Q1,0,,0,Winter,Stormy,0,2126.82,103.32,In-Store,Corporate,5987.69
383,17-01-2025,P007,Yoga Mat,Sports,S02,Bengaluru,27,4303.99,15,98776.57,1,1,Friday,January,Q1,0,,0,Winter,Rainy,0,4547.69,109.24,Online,Retail,5329.26
384,18-01-2025,P006,Running Shoes,Apparel,S01,Chennai,84,971.54,15,69367.96,1,1,Saturday,January,Q1,0,,1,Winter,Sunny,0,966.03,104,Online,Retail,2999.37
385,19-01-2025,P006,Running Shoes,Apparel,S01,Chennai,72,3123.34,15,191148.41,1,1,Sunday,January,Q1,0,,1,Winter,Stormy,1,3220.9,99.3,Wholesale,Retail,9484.3
386,20-01-2025,P003,Office Chair,Furniture,S04,Delhi,40,2307.07,0,92282.8,0,1,Monday,January,Q1,0,,0,Winter,Sunny,1,2311.94,105.48,Wholesale,Retail,337.01
387,21-01-2025,P006,Running Shoes,Apparel,S02,Bengaluru,19,3344.09,0,63537.71,0,1,Tuesday,January,Q1,0,,0,Winter,Stormy,0,3457.56,101.08,Online,Wholesale,7.68
388,22-01-2025,P002,Bluetooth Speaker,Electronics,S01,Chennai,15,2838.04,15,36185.01,1,0,Wednesday,January,Q1,0,,0,Winter,Clear,0,2751.47,107.23,Online,Wholesale,9649.04
389,23-01-2025,P008,Coffee Maker,Appliances,S04,Delhi,28,2959.55,0,82867.4,0,1,Thursday,January,Q1,0,,0,Winter,Clear,0,2994.25,102.55,In-Store,Retail,401.47
390,24-01-2025,P005,LED Desk Lamp,Home,S03,Mumbai,0,3532.12,5,0,1,0,Friday,January,Q1,0,,0,Winter,Stormy,0,3714.01,109.42,In-Store,Wholesale,4876.84
391,25-01-2025,P001,Wireless Mouse,Electronics,S04,Delhi,60,758.09,0,45485.4,1,1,Saturday,January,Q1,0,,1,Winter,Rainy,0,744.81,100.3,Wholesale,Retail,7157.78
392,26-01-2025,P005,LED Desk Lamp,Home,S02,Bengaluru,83,1578.99,5,124503.36,1,1,Sunday,January,Q1,0,,1,Winter,Sunny,1,1715.22,102.15,In-Store,Retail,8996
393,27-01-2025,P005,LED Desk Lamp,Home,S02,Bengaluru,29,4746.17,15,116993.09,1,1,Monday,January,Q1,0,,0,Winter,Stormy,0,4494.49,98.63,In-Store,Retail,2677.47
394,28-01-2025,P004,Notebook Pack,Stationery,S03,Mumbai,67,948.78,0,63568.26,0,1,Tuesday,January,Q1,0,,0,Winter,Stormy,1,855.16,107.86,Online,Corporate,185.6
395,29-01-2025,P006,Running Shoes,Apparel,S04,Delhi,44,4510.98,10,178634.81,1,1,Wednesday,January,Q1,0,,0,Winter,Stormy,0,4948,108.74,In-Store,Corporate,2609.88
396,30-01-2025,P003,Office Chair,Furniture,S01,Chennai,42,2723.53,5,108668.85,1,1,Thursday,January,Q1,0,,0,Winter,Clear,0,2724.88,100.91,Wholesale,Retail,4843.36
397,31-01-2025,P002,Bluetooth Speaker,Electronics,S04,Delhi,31,1715.13,0,53169.03,0,1,Friday,January,Q1,0,,0,Winter,Stormy,1,1578.18,100.42,In-Store,Retail,274.28
398,01-02-2025,P004,Notebook Pack,Stationery,S03,Mumbai,76,2462.46,10,168432.26,1,1,Saturday,February,Q1,0,,1,Winter,Cloudy,0,2461.85,98.16,Wholesale,Corporate,3968.24
399,02-02-2025,P007,Yoga Mat,Sports,S03,Mumbai,65,2363.5,10,138264.75,1,1,Sunday,February,Q1,0,,1,Winter,Clear,0,2512.02,105.81,Online,Wholesale,4606.08
400,03-02-2025,P007,Yoga Mat,Sports,S02,Bengaluru,88,900.05,15,67323.74,1,1,Monday,February,Q1,0,,0,Winter,Stormy,0,841.84,102.49,Wholesale,Wholesale,5572.83
401,04-02-2025,P006,Running Shoes,Apparel,S04,Delhi,0,1640.16,10,0,1,0,Tuesday,February,Q1,0,,0,Winter,Sunny,0,1508.61,97.45,Online,Corporate,5027.12
402,05-02-2025,P002,Bluetooth Speaker,Electronics,S04,Delhi,19,3774.05,0,71706.95,0,1,Wednesday,February,Q1,0,,0,Winter,Clear,1,4100.01,98.87,Online,Corporate,60.62
403,06-02-2025,P004,Notebook Pack,Stationery,S02,Bengaluru,1,4900.99,0,4900.99,0,1,Thursday,February,Q1,0,,0,Winter,Clear,0,5170.29,101.7,Online,Corporate,306.83
404,07-02-2025,P008,Coffee Maker,Appliances,S02,Bengaluru,56,4367.64,15,207899.66,1,1,Friday,February,Q1,0,,0,Winter,Stormy,1,4430.22,107.73,Online,Retail,2039
405,08-02-2025,P004,Notebook Pack,Stationery,S03,Mumbai,0,1721.02,0,0,0,0,Saturday,February,Q1,0,,1,Winter,Stormy,0,1854.47,106.71,In-Store,Wholesale,293.46
406,09-02-2025,P008,Coffee Maker,Appliances,S04,Delhi,100,1003.13,20,80250.4,1,1,Sunday,February,Q1,0,,1,Winter,Rainy,0,1035.64,109.11,Wholesale,Wholesale,1260.62
